Rank,URL,SourcePath,ContentDir,Total,Input,Output,Tested,Testable,Maybe,Error
393,https://www.mongodb.com/docs/manual/faq/fundamentals/,manual/manual/source/faq/fundamentals.txt,manual,11,0,0,0,0,10,
394,https://www.mongodb.com/docs/manual/faq/indexes/,manual/manual/source/faq/indexes.txt,manual,0,0,0,0,0,0,
395,https://www.mongodb.com/docs/manual/faq/replica-sets/,manual/manual/source/faq/replica-sets.txt,manual,0,0,0,0,0,0,
396,https://www.mongodb.com/docs/manual/faq/sharding/,manual/manual/source/faq/sharding.txt,manual,1,0,0,0,0,1,
397,https://www.mongodb.com/docs/manual/faq/storage/,manual/manual/source/faq/storage.txt,manual,4,0,0,0,0,3,
398,https://www.mongodb.com/docs/manual/geospatial-queries/,manual/manual/source/geospatial-queries.txt,manual,12,0,0,0,0,12,
399,https://www.mongodb.com/docs/manual/,manual/manual/source/index.txt,manual,1,0,0,0,0,1,
400,https://www.mongodb.com/docs/manual/indexes/,manual/manual/source/indexes.txt,manual,0,0,0,0,0,0,
401,https://www.mongodb.com/docs/manual/installation/,manual/manual/source/installation.txt,manual,0,0,0,0,0,0,
402,https://www.mongodb.com/docs/manual/introduction/,manual/manual/source/introduction.txt,manual,0,0,0,0,0,0,
403,https://www.mongodb.com/docs/manual/legacy-opcodes/,manual/manual/source/legacy-opcodes.txt,manual,8,0,0,0,0,3,
404,https://www.mongodb.com/docs/manual/meta/401/,manual/manual/source/meta/401.txt,manual,0,0,0,0,0,0,
405,https://www.mongodb.com/docs/manual/meta/403/,manual/manual/source/meta/403.txt,manual,0,0,0,0,0,0,
406,https://www.mongodb.com/docs/manual/meta/404/,manual/manual/source/meta/404.txt,manual,0,0,0,0,0,0,
407,https://www.mongodb.com/docs/manual/meta/410/,manual/manual/source/meta/410.txt,manual,0,0,0,0,0,0,
408,https://www.mongodb.com/docs/manual/meta/pdfs/,manual/manual/source/meta/pdfs.txt,manual,0,0,0,0,0,0,
409,https://www.mongodb.com/docs/manual/natural-language-to-mongodb/,manual/manual/source/natural-language-to-mongodb.txt,manual,9,0,0,0,0,1,
410,https://www.mongodb.com/docs/manual/query-api/,manual/manual/source/query-api.txt,manual,0,0,0,0,0,0,
411,https://www.mongodb.com/docs/manual/reference/,manual/manual/source/reference.txt,manual,0,0,0,0,0,0,
412,https://www.mongodb.com/docs/manual/reference/aggregation-commands-comparison/,manual/manual/source/reference/aggregation-commands-comparison.txt,manual,0,0,0,0,0,0,
413,https://www.mongodb.com/docs/manual/reference/aggregation-variables/,manual/manual/source/reference/aggregation-variables.txt,manual,0,0,0,0,0,0,
414,https://www.mongodb.com/docs/manual/reference/aggregation/,manual/manual/source/reference/aggregation.txt,manual,0,0,0,0,0,0,
415,https://www.mongodb.com/docs/manual/reference/audit-message/,manual/manual/source/reference/audit-message.txt,manual,0,0,0,0,0,0,
416,https://www.mongodb.com/docs/manual/reference/audit-message/mongo/,manual/manual/source/reference/audit-message/mongo.txt,manual,1,0,0,0,0,0,
417,https://www.mongodb.com/docs/manual/reference/audit-message/ocsf/,manual/manual/source/reference/audit-message/ocsf.txt,manual,3,0,0,0,0,2,
418,https://www.mongodb.com/docs/manual/reference/bios-example-collection/,manual/manual/source/reference/bios-example-collection.txt,manual,1,0,0,0,0,1,
419,https://www.mongodb.com/docs/manual/reference/bson-type-comparison-order/,manual/manual/source/reference/bson-type-comparison-order.txt,manual,9,0,0,0,0,7,
420,https://www.mongodb.com/docs/manual/reference/bson-types/,manual/manual/source/reference/bson-types.txt,manual,15,5,5,0,1,14,
421,https://www.mongodb.com/docs/manual/reference/bson-types/migrate-undefined/,manual/manual/source/reference/bson-types/migrate-undefined.txt,manual,11,0,0,0,0,11,
422,https://www.mongodb.com/docs/manual/reference/built-in-roles/,manual/manual/source/reference/built-in-roles.txt,manual,2,1,1,0,0,2,
423,https://www.mongodb.com/docs/manual/reference/change-events/,manual/manual/source/reference/change-events.txt,manual,1,0,0,0,0,1,
424,https://www.mongodb.com/docs/manual/reference/change-events/create/,manual/manual/source/reference/change-events/create.txt,manual,1,0,0,0,0,0,
425,https://www.mongodb.com/docs/manual/reference/change-events/createIndexes/,manual/manual/source/reference/change-events/createIndexes.txt,manual,1,0,0,0,0,0,
426,https://www.mongodb.com/docs/manual/reference/change-events/delete/,manual/manual/source/reference/change-events/delete.txt,manual,4,0,0,0,0,2,
427,https://www.mongodb.com/docs/manual/reference/change-events/drop/,manual/manual/source/reference/change-events/drop.txt,manual,1,0,0,0,0,0,
428,https://www.mongodb.com/docs/manual/reference/change-events/dropDatabase/,manual/manual/source/reference/change-events/dropDatabase.txt,manual,1,0,0,0,0,0,
429,https://www.mongodb.com/docs/manual/reference/change-events/dropIndexes/,manual/manual/source/reference/change-events/dropIndexes.txt,manual,1,0,0,0,0,0,
430,https://www.mongodb.com/docs/manual/reference/change-events/insert/,manual/manual/source/reference/change-events/insert.txt,manual,1,0,0,0,0,0,
431,https://www.mongodb.com/docs/manual/reference/change-events/invalidate/,manual/manual/source/reference/change-events/invalidate.txt,manual,1,0,0,0,0,0,
432,https://www.mongodb.com/docs/manual/reference/change-events/modify/,manual/manual/source/reference/change-events/modify.txt,manual,1,0,0,0,0,0,
433,https://www.mongodb.com/docs/manual/reference/change-events/refineCollectionShardKey/,manual/manual/source/reference/change-events/refineCollectionShardKey.txt,manual,1,0,0,0,0,0,
434,https://www.mongodb.com/docs/manual/reference/change-events/rename/,manual/manual/source/reference/change-events/rename.txt,manual,1,0,0,0,0,0,
435,https://www.mongodb.com/docs/manual/reference/change-events/replace/,manual/manual/source/reference/change-events/replace.txt,manual,4,0,0,0,0,2,
436,https://www.mongodb.com/docs/manual/reference/change-events/reshardCollection/,manual/manual/source/reference/change-events/reshardCollection.txt,manual,1,0,0,0,0,0,
437,https://www.mongodb.com/docs/manual/reference/change-events/shardCollection/,manual/manual/source/reference/change-events/shardCollection.txt,manual,1,0,0,0,0,0,
438,https://www.mongodb.com/docs/manual/reference/change-events/update/,manual/manual/source/reference/change-events/update.txt,manual,17,1,1,0,0,11,
439,https://www.mongodb.com/docs/manual/reference/cluster-parameters/,manual/manual/source/reference/cluster-parameters.txt,manual,2,0,0,0,0,2,
440,https://www.mongodb.com/docs/manual/reference/cluster-parameters/auditConfig/,manual/manual/source/reference/cluster-parameters/auditConfig.txt,manual,5,0,0,0,0,5,
441,https://www.mongodb.com/docs/manual/reference/cluster-parameters/changeStreamOptions/,manual/manual/source/reference/cluster-parameters/changeStreamOptions.txt,manual,3,0,0,0,0,3,
442,https://www.mongodb.com/docs/manual/reference/cluster-parameters/defaultMaxTimeMS/,manual/manual/source/reference/cluster-parameters/defaultMaxTimeMS.txt,manual,6,1,1,0,0,6,
443,https://www.mongodb.com/docs/manual/reference/cluster-parameters/fleDisableSubstringPreviewParameterLimits/,manual/manual/source/reference/cluster-parameters/fleDisableSubstringPreviewParameterLimits.txt,manual,2,0,0,0,0,2,
444,https://www.mongodb.com/docs/manual/reference/collation-locales-defaults/,manual/manual/source/reference/collation-locales-defaults.txt,manual,11,0,0,0,0,9,
445,https://www.mongodb.com/docs/manual/reference/collation/,manual/manual/source/reference/collation.txt,manual,16,1,1,0,0,14,
446,https://www.mongodb.com/docs/manual/reference/command/,manual/manual/source/reference/command.txt,manual,3,0,0,0,0,3,
447,https://www.mongodb.com/docs/manual/reference/command/abortMoveCollection/,manual/manual/source/reference/command/abortMoveCollection.txt,manual,2,0,0,0,0,2,
448,https://www.mongodb.com/docs/manual/reference/command/abortReshardCollection/,manual/manual/source/reference/command/abortReshardCollection.txt,manual,2,0,0,0,0,2,
449,https://www.mongodb.com/docs/manual/reference/command/abortTransaction/,manual/manual/source/reference/command/abortTransaction.txt,manual,1,0,0,0,0,1,
450,https://www.mongodb.com/docs/manual/reference/command/abortUnshardCollection/,manual/manual/source/reference/command/abortUnshardCollection.txt,manual,2,0,0,0,0,2,
451,https://www.mongodb.com/docs/manual/reference/command/addShard/,manual/manual/source/reference/command/addShard.txt,manual,3,0,0,0,0,3,
452,https://www.mongodb.com/docs/manual/reference/command/addShardToZone/,manual/manual/source/reference/command/addShardToZone.txt,manual,3,0,0,0,0,3,
453,https://www.mongodb.com/docs/manual/reference/command/aggregate/,manual/manual/source/reference/command/aggregate.txt,manual,35,0,0,0,0,33,
454,https://www.mongodb.com/docs/manual/reference/command/analyzeShardKey/,manual/manual/source/reference/command/analyzeShardKey.txt,manual,12,0,0,0,0,9,
455,https://www.mongodb.com/docs/manual/reference/command/appendOplogNote/,manual/manual/source/reference/command/appendOplogNote.txt,manual,3,0,0,0,0,2,
456,https://www.mongodb.com/docs/manual/reference/command/applyOps/,manual/manual/source/reference/command/applyOps.txt,manual,0,0,0,0,0,0,
457,https://www.mongodb.com/docs/manual/reference/command/authenticate/,manual/manual/source/reference/command/authenticate.txt,manual,4,0,0,0,0,4,
458,https://www.mongodb.com/docs/manual/reference/command/autoCompact/,manual/manual/source/reference/command/autoCompact.txt,manual,2,0,0,0,0,2,
459,https://www.mongodb.com/docs/manual/reference/command/balancerCollectionStatus/,manual/manual/source/reference/command/balancerCollectionStatus.txt,manual,6,0,0,0,0,5,
460,https://www.mongodb.com/docs/manual/reference/command/balancerStart/,manual/manual/source/reference/command/balancerStart.txt,manual,2,0,0,0,0,2,
461,https://www.mongodb.com/docs/manual/reference/command/balancerStatus/,manual/manual/source/reference/command/balancerStatus.txt,manual,3,0,0,0,0,2,
462,https://www.mongodb.com/docs/manual/reference/command/balancerStop/,manual/manual/source/reference/command/balancerStop.txt,manual,2,0,0,0,0,2,
463,https://www.mongodb.com/docs/manual/reference/command/buildInfo/,manual/manual/source/reference/command/buildInfo.txt,manual,3,0,0,0,0,3,
464,https://www.mongodb.com/docs/manual/reference/command/bulkWrite/,manual/manual/source/reference/command/bulkWrite.txt,manual,7,0,0,4,0,7,
465,https://www.mongodb.com/docs/manual/reference/command/checkMetadataConsistency/,manual/manual/source/reference/command/checkMetadataConsistency.txt,manual,7,0,0,0,0,6,
466,https://www.mongodb.com/docs/manual/reference/command/cleanupOrphaned/,manual/manual/source/reference/command/cleanupOrphaned.txt,manual,1,0,0,0,0,1,
467,https://www.mongodb.com/docs/manual/reference/command/cleanupReshardCollection/,manual/manual/source/reference/command/cleanupReshardCollection.txt,manual,2,0,0,0,0,2,
468,https://www.mongodb.com/docs/manual/reference/command/clearJumboFlag/,manual/manual/source/reference/command/clearJumboFlag.txt,manual,12,0,0,0,0,12,
469,https://www.mongodb.com/docs/manual/reference/command/cloneCollectionAsCapped/,manual/manual/source/reference/command/cloneCollectionAsCapped.txt,manual,1,0,0,0,0,1,
470,https://www.mongodb.com/docs/manual/reference/command/collMod/,manual/manual/source/reference/command/collMod.txt,manual,17,0,0,0,0,17,
471,https://www.mongodb.com/docs/manual/reference/command/collStats/,manual/manual/source/reference/command/collStats.txt,manual,18,0,0,0,0,17,
472,https://www.mongodb.com/docs/manual/reference/command/commitReshardCollection/,manual/manual/source/reference/command/commitReshardCollection.txt,manual,2,0,0,0,0,2,
473,https://www.mongodb.com/docs/manual/reference/command/commitTransaction/,manual/manual/source/reference/command/commitTransaction.txt,manual,9,0,0,0,0,9,
474,https://www.mongodb.com/docs/manual/reference/command/compact/,manual/manual/source/reference/command/compact.txt,manual,8,2,2,0,0,8,
475,https://www.mongodb.com/docs/manual/reference/command/compactStructuredEncryptionData/,manual/manual/source/reference/command/compactStructuredEncryptionData.txt,manual,1,0,0,0,0,1,
476,https://www.mongodb.com/docs/manual/reference/command/configureCollectionBalancing/,manual/manual/source/reference/command/configureCollectionBalancing.txt,manual,6,0,0,0,0,6,
477,https://www.mongodb.com/docs/manual/reference/command/configureQueryAnalyzer/,manual/manual/source/reference/command/configureQueryAnalyzer.txt,manual,6,1,1,0,0,5,
478,https://www.mongodb.com/docs/manual/reference/command/connPoolStats/,manual/manual/source/reference/command/connPoolStats.txt,manual,6,0,0,0,0,5,
479,https://www.mongodb.com/docs/manual/reference/command/connectionStatus/,manual/manual/source/reference/command/connectionStatus.txt,manual,2,0,0,0,0,2,
480,https://www.mongodb.com/docs/manual/reference/command/convertToCapped/,manual/manual/source/reference/command/convertToCapped.txt,manual,5,0,0,0,0,5,
481,https://www.mongodb.com/docs/manual/reference/command/count/,manual/manual/source/reference/command/count.txt,manual,22,0,0,0,0,20,
482,https://www.mongodb.com/docs/manual/reference/command/create/,manual/manual/source/reference/command/create.txt,manual,41,0,0,0,0,39,
483,https://www.mongodb.com/docs/manual/reference/command/createIndexes/,manual/manual/source/reference/command/createIndexes.txt,manual,46,0,0,0,0,41,
484,https://www.mongodb.com/docs/manual/reference/command/createRole/,manual/manual/source/reference/command/createRole.txt,manual,4,0,0,0,0,4,
485,https://www.mongodb.com/docs/manual/reference/command/createSearchIndexes/,manual/manual/source/reference/command/createSearchIndexes.txt,manual,10,0,0,0,0,10,
486,https://www.mongodb.com/docs/manual/reference/command/createUser/,manual/manual/source/reference/command/createUser.txt,manual,6,0,0,0,0,6,
487,https://www.mongodb.com/docs/manual/reference/command/currentOp/,manual/manual/source/reference/command/currentOp.txt,manual,23,0,0,0,0,21,
488,https://www.mongodb.com/docs/manual/reference/command/dataSize/,manual/manual/source/reference/command/dataSize.txt,manual,2,0,0,0,0,2,
489,https://www.mongodb.com/docs/manual/reference/command/dbHash/,manual/manual/source/reference/command/dbHash.txt,manual,7,0,0,0,0,5,
490,https://www.mongodb.com/docs/manual/reference/command/dbStats/,manual/manual/source/reference/command/dbStats.txt,manual,19,0,0,0,0,18,
491,https://www.mongodb.com/docs/manual/reference/command/delete/,manual/manual/source/reference/command/delete.txt,manual,37,0,0,0,0,35,
492,https://www.mongodb.com/docs/manual/reference/command/distinct/,manual/manual/source/reference/command/distinct.txt,manual,44,0,0,0,0,41,
493,https://www.mongodb.com/docs/manual/reference/command/drop/,manual/manual/source/reference/command/drop.txt,manual,1,0,0,0,0,1,
494,https://www.mongodb.com/docs/manual/reference/command/dropAllRolesFromDatabase/,manual/manual/source/reference/command/dropAllRolesFromDatabase.txt,manual,3,0,0,0,0,3,
495,https://www.mongodb.com/docs/manual/reference/command/dropAllUsersFromDatabase/,manual/manual/source/reference/command/dropAllUsersFromDatabase.txt,manual,3,0,0,0,0,3,
496,https://www.mongodb.com/docs/manual/reference/command/dropConnections/,manual/manual/source/reference/command/dropConnections.txt,manual,6,0,0,0,0,6,
497,https://www.mongodb.com/docs/manual/reference/command/dropDatabase/,manual/manual/source/reference/command/dropDatabase.txt,manual,16,0,0,0,0,15,
498,https://www.mongodb.com/docs/manual/reference/command/dropIndexes/,manual/manual/source/reference/command/dropIndexes.txt,manual,5,0,0,0,0,5,
499,https://www.mongodb.com/docs/manual/reference/command/dropRole/,manual/manual/source/reference/command/dropRole.txt,manual,2,0,0,0,0,2,
500,https://www.mongodb.com/docs/manual/reference/command/dropSearchIndex/,manual/manual/source/reference/command/dropSearchIndex.txt,manual,5,0,0,0,0,5,
501,https://www.mongodb.com/docs/manual/reference/command/dropUser/,manual/manual/source/reference/command/dropUser.txt,manual,2,0,0,0,0,2,
502,https://www.mongodb.com/docs/manual/reference/command/enableSharding/,manual/manual/source/reference/command/enableSharding.txt,manual,3,0,0,0,0,3,
503,https://www.mongodb.com/docs/manual/reference/command/endSessions/,manual/manual/source/reference/command/endSessions.txt,manual,2,0,0,0,0,2,
504,https://www.mongodb.com/docs/manual/reference/command/explain/,manual/manual/source/reference/command/explain.txt,manual,6,0,0,0,0,6,
505,https://www.mongodb.com/docs/manual/reference/command/filemd5/,manual/manual/source/reference/command/filemd5.txt,manual,1,0,0,0,0,1,
506,https://www.mongodb.com/docs/manual/reference/command/find/,manual/manual/source/reference/command/find.txt,manual,28,0,0,0,0,26,
507,https://www.mongodb.com/docs/manual/reference/command/findAndModify/,manual/manual/source/reference/command/findAndModify.txt,manual,56,0,0,0,0,54,
508,https://www.mongodb.com/docs/manual/reference/command/flushRouterConfig/,manual/manual/source/reference/command/flushRouterConfig.txt,manual,3,0,0,0,0,3,
509,https://www.mongodb.com/docs/manual/reference/command/fsync/,manual/manual/source/reference/command/fsync.txt,manual,7,0,0,0,0,6,
510,https://www.mongodb.com/docs/manual/reference/command/fsyncUnlock/,manual/manual/source/reference/command/fsyncUnlock.txt,manual,5,0,0,0,0,5,
511,https://www.mongodb.com/docs/manual/reference/command/getAuditConfig/,manual/manual/source/reference/command/getAuditConfig.txt,manual,4,0,0,0,0,4,
512,https://www.mongodb.com/docs/manual/reference/command/getClusterParameter/,manual/manual/source/reference/command/getClusterParameter.txt,manual,4,0,0,0,0,4,
513,https://www.mongodb.com/docs/manual/reference/command/getCmdLineOpts/,manual/manual/source/reference/command/getCmdLineOpts.txt,manual,2,0,0,0,0,2,
514,https://www.mongodb.com/docs/manual/reference/command/getDefaultRWConcern/,manual/manual/source/reference/command/getDefaultRWConcern.txt,manual,3,0,0,0,0,3,
515,https://www.mongodb.com/docs/manual/reference/command/getLastError/,manual/manual/source/reference/command/getLastError.txt,manual,0,0,0,0,0,0,
516,https://www.mongodb.com/docs/manual/reference/command/getLog/,manual/manual/source/reference/command/getLog.txt,manual,8,0,0,0,0,8,
517,https://www.mongodb.com/docs/manual/reference/command/getMore/,manual/manual/source/reference/command/getMore.txt,manual,10,0,0,0,0,10,
518,https://www.mongodb.com/docs/manual/reference/command/getParameter/,manual/manual/source/reference/command/getParameter.txt,manual,9,0,0,0,0,9,
519,https://www.mongodb.com/docs/manual/reference/command/getShardMap/,manual/manual/source/reference/command/getShardMap.txt,manual,2,0,0,0,0,1,
520,https://www.mongodb.com/docs/manual/reference/command/grantPrivilegesToRole/,manual/manual/source/reference/command/grantPrivilegesToRole.txt,manual,2,0,0,0,0,2,
521,https://www.mongodb.com/docs/manual/reference/command/grantRolesToRole/,manual/manual/source/reference/command/grantRolesToRole.txt,manual,4,0,0,0,0,4,
522,https://www.mongodb.com/docs/manual/reference/command/grantRolesToUser/,manual/manual/source/reference/command/grantRolesToUser.txt,manual,6,0,0,0,0,6,
523,https://www.mongodb.com/docs/manual/reference/command/hello/,manual/manual/source/reference/command/hello.txt,manual,9,0,0,0,0,9,
524,https://www.mongodb.com/docs/manual/reference/command/hostInfo/,manual/manual/source/reference/command/hostInfo.txt,manual,2,0,0,0,0,2,
525,https://www.mongodb.com/docs/manual/reference/command/insert/,manual/manual/source/reference/command/insert.txt,manual,19,0,0,0,0,19,
526,https://www.mongodb.com/docs/manual/reference/command/invalidateUserCache/,manual/manual/source/reference/command/invalidateUserCache.txt,manual,1,0,0,0,0,1,
527,https://www.mongodb.com/docs/manual/reference/command/isdbgrid/,manual/manual/source/reference/command/isdbgrid.txt,manual,3,0,0,0,0,3,
528,https://www.mongodb.com/docs/manual/reference/command/killAllSessions/,manual/manual/source/reference/command/killAllSessions.txt,manual,3,0,0,0,0,3,
529,https://www.mongodb.com/docs/manual/reference/command/killAllSessionsByPattern/,manual/manual/source/reference/command/killAllSessionsByPattern.txt,manual,3,0,0,0,0,3,
530,https://www.mongodb.com/docs/manual/reference/command/killCursors/,manual/manual/source/reference/command/killCursors.txt,manual,13,0,0,0,0,13,
531,https://www.mongodb.com/docs/manual/reference/command/killOp/,manual/manual/source/reference/command/killOp.txt,manual,3,0,0,0,0,3,
532,https://www.mongodb.com/docs/manual/reference/command/killSessions/,manual/manual/source/reference/command/killSessions.txt,manual,2,0,0,0,0,2,
533,https://www.mongodb.com/docs/manual/reference/command/listCollections/,manual/manual/source/reference/command/listCollections.txt,manual,26,0,0,0,0,25,
534,https://www.mongodb.com/docs/manual/reference/command/listCommands/,manual/manual/source/reference/command/listCommands.txt,manual,1,0,0,0,0,1,
535,https://www.mongodb.com/docs/manual/reference/command/listDatabases/,manual/manual/source/reference/command/listDatabases.txt,manual,22,0,0,0,0,20,
536,https://www.mongodb.com/docs/manual/reference/command/listIndexes/,manual/manual/source/reference/command/listIndexes.txt,manual,22,3,3,0,0,15,
537,https://www.mongodb.com/docs/manual/reference/command/listShards/,manual/manual/source/reference/command/listShards.txt,manual,3,0,0,0,0,3,
538,https://www.mongodb.com/docs/manual/reference/command/lockInfo/,manual/manual/source/reference/command/lockInfo.txt,manual,2,0,0,0,0,2,
539,https://www.mongodb.com/docs/manual/reference/command/logApplicationMessage/,manual/manual/source/reference/command/logApplicationMessage.txt,manual,1,0,0,0,0,1,
540,https://www.mongodb.com/docs/manual/reference/command/logRotate/,manual/manual/source/reference/command/logRotate.txt,manual,5,0,0,0,0,4,
541,https://www.mongodb.com/docs/manual/reference/command/logout/,manual/manual/source/reference/command/logout.txt,manual,3,0,0,0,0,3,
542,https://www.mongodb.com/docs/manual/reference/command/mapReduce/,manual/manual/source/reference/command/mapReduce.txt,manual,63,0,0,0,0,60,
543,https://www.mongodb.com/docs/manual/reference/command/mergeAllChunksOnShard/,manual/manual/source/reference/command/mergeAllChunksOnShard.txt,manual,3,0,0,0,0,3,
544,https://www.mongodb.com/docs/manual/reference/command/mergeChunks/,manual/manual/source/reference/command/mergeChunks.txt,manual,6,0,0,0,0,5,
545,https://www.mongodb.com/docs/manual/reference/command/moveChunk/,manual/manual/source/reference/command/moveChunk.txt,manual,4,0,0,0,0,3,
546,https://www.mongodb.com/docs/manual/reference/command/moveCollection/,manual/manual/source/reference/command/moveCollection.txt,manual,2,0,0,0,0,2,
547,https://www.mongodb.com/docs/manual/reference/command/movePrimary/,manual/manual/source/reference/command/movePrimary.txt,manual,2,0,0,0,0,2,
548,https://www.mongodb.com/docs/manual/reference/command/moveRange/,manual/manual/source/reference/command/moveRange.txt,manual,1,0,0,0,0,1,
549,https://www.mongodb.com/docs/manual/reference/command/nav-administration/,manual/manual/source/reference/command/nav-administration.txt,manual,0,0,0,0,0,0,
550,https://www.mongodb.com/docs/manual/reference/command/nav-atlas-search/,manual/manual/source/reference/command/nav-atlas-search.txt,manual,0,0,0,0,0,0,
551,https://www.mongodb.com/docs/manual/reference/command/nav-auditing/,manual/manual/source/reference/command/nav-auditing.txt,manual,0,0,0,0,0,0,
552,https://www.mongodb.com/docs/manual/reference/command/nav-authentication/,manual/manual/source/reference/command/nav-authentication.txt,manual,0,0,0,0,0,0,
553,https://www.mongodb.com/docs/manual/reference/command/nav-diagnostic/,manual/manual/source/reference/command/nav-diagnostic.txt,manual,0,0,0,0,0,0,
554,https://www.mongodb.com/docs/manual/reference/command/nav-plan-cache/,manual/manual/source/reference/command/nav-plan-cache.txt,manual,0,0,0,0,0,0,
555,https://www.mongodb.com/docs/manual/reference/command/nav-replication/,manual/manual/source/reference/command/nav-replication.txt,manual,0,0,0,0,0,0,
556,https://www.mongodb.com/docs/manual/reference/command/nav-role-management/,manual/manual/source/reference/command/nav-role-management.txt,manual,0,0,0,0,0,0,
557,https://www.mongodb.com/docs/manual/reference/command/nav-sessions/,manual/manual/source/reference/command/nav-sessions.txt,manual,0,0,0,0,0,0,
558,https://www.mongodb.com/docs/manual/reference/command/nav-sharding/,manual/manual/source/reference/command/nav-sharding.txt,manual,0,0,0,0,0,0,
559,https://www.mongodb.com/docs/manual/reference/command/nav-user-management/,manual/manual/source/reference/command/nav-user-management.txt,manual,0,0,0,0,0,0,
560,https://www.mongodb.com/docs/manual/reference/command/ping/,manual/manual/source/reference/command/ping.txt,manual,1,0,0,0,0,1,
561,https://www.mongodb.com/docs/manual/reference/command/planCacheClear/,manual/manual/source/reference/command/planCacheClear.txt,manual,4,0,0,0,0,4,
562,https://www.mongodb.com/docs/manual/reference/command/planCacheClearFilters/,manual/manual/source/reference/command/planCacheClearFilters.txt,manual,6,0,0,0,0,6,
563,https://www.mongodb.com/docs/manual/reference/command/planCacheListFilters/,manual/manual/source/reference/command/planCacheListFilters.txt,manual,3,0,0,0,0,2,
564,https://www.mongodb.com/docs/manual/reference/command/planCacheSetFilter/,manual/manual/source/reference/command/planCacheSetFilter.txt,manual,5,0,0,0,0,5,
565,https://www.mongodb.com/docs/manual/reference/command/profile/,manual/manual/source/reference/command/profile.txt,manual,4,0,0,0,0,4,
566,https://www.mongodb.com/docs/manual/reference/command/reIndex/,manual/manual/source/reference/command/reIndex.txt,manual,1,0,0,0,0,1,
567,https://www.mongodb.com/docs/manual/reference/command/refineCollectionShardKey/,manual/manual/source/reference/command/refineCollectionShardKey.txt,manual,9,0,0,0,0,9,
568,https://www.mongodb.com/docs/manual/reference/command/refreshSessions/,manual/manual/source/reference/command/refreshSessions.txt,manual,2,0,0,0,0,2,
569,https://www.mongodb.com/docs/manual/reference/command/removeQuerySettings/,manual/manual/source/reference/command/removeQuerySettings.txt,manual,8,0,0,0,0,8,
570,https://www.mongodb.com/docs/manual/reference/command/removeShard/,manual/manual/source/reference/command/removeShard.txt,manual,6,0,0,0,0,6,
571,https://www.mongodb.com/docs/manual/reference/command/removeShardFromZone/,manual/manual/source/reference/command/removeShardFromZone.txt,manual,2,0,0,0,0,2,
572,https://www.mongodb.com/docs/manual/reference/command/renameCollection/,manual/manual/source/reference/command/renameCollection.txt,manual,3,0,0,0,0,3,
573,https://www.mongodb.com/docs/manual/reference/command/replSetAbortPrimaryCatchUp/,manual/manual/source/reference/command/replSetAbortPrimaryCatchUp.txt,manual,1,0,0,0,0,1,
574,https://www.mongodb.com/docs/manual/reference/command/replSetFreeze/,manual/manual/source/reference/command/replSetFreeze.txt,manual,2,0,0,0,0,2,
575,https://www.mongodb.com/docs/manual/reference/command/replSetGetConfig/,manual/manual/source/reference/command/replSetGetConfig.txt,manual,3,0,0,0,0,3,
576,https://www.mongodb.com/docs/manual/reference/command/replSetGetStatus/,manual/manual/source/reference/command/replSetGetStatus.txt,manual,11,0,0,0,0,11,
577,https://www.mongodb.com/docs/manual/reference/command/replSetInitiate/,manual/manual/source/reference/command/replSetInitiate.txt,manual,5,0,0,0,0,3,
578,https://www.mongodb.com/docs/manual/reference/command/replSetMaintenance/,manual/manual/source/reference/command/replSetMaintenance.txt,manual,1,0,0,0,0,1,
579,https://www.mongodb.com/docs/manual/reference/command/replSetReconfig/,manual/manual/source/reference/command/replSetReconfig.txt,manual,2,0,0,0,0,2,
580,https://www.mongodb.com/docs/manual/reference/command/replSetResizeOplog/,manual/manual/source/reference/command/replSetResizeOplog.txt,manual,9,0,0,0,0,9,
581,https://www.mongodb.com/docs/manual/reference/command/replSetStepDown/,manual/manual/source/reference/command/replSetStepDown.txt,manual,4,0,0,0,0,4,
582,https://www.mongodb.com/docs/manual/reference/command/replSetSyncFrom/,manual/manual/source/reference/command/replSetSyncFrom.txt,manual,1,0,0,0,0,1,
583,https://www.mongodb.com/docs/manual/reference/command/reshardCollection/,manual/manual/source/reference/command/reshardCollection.txt,manual,6,0,0,0,0,6,
584,https://www.mongodb.com/docs/manual/reference/command/revokePrivilegesFromRole/,manual/manual/source/reference/command/revokePrivilegesFromRole.txt,manual,5,0,0,0,0,5,
585,https://www.mongodb.com/docs/manual/reference/command/revokeRolesFromRole/,manual/manual/source/reference/command/revokeRolesFromRole.txt,manual,6,0,0,0,0,6,
586,https://www.mongodb.com/docs/manual/reference/command/revokeRolesFromUser/,manual/manual/source/reference/command/revokeRolesFromUser.txt,manual,6,0,0,0,0,6,
587,https://www.mongodb.com/docs/manual/reference/command/rolesInfo/,manual/manual/source/reference/command/rolesInfo.txt,manual,16,0,0,0,0,16,
588,https://www.mongodb.com/docs/manual/reference/command/rotateCertificates/,manual/manual/source/reference/command/rotateCertificates.txt,manual,3,0,0,0,0,3,
589,https://www.mongodb.com/docs/manual/reference/command/serverStatus/,manual/manual/source/reference/command/serverStatus.txt,manual,75,0,0,0,0,69,
590,https://www.mongodb.com/docs/manual/reference/command/setAllowMigrations/,manual/manual/source/reference/command/setAllowMigrations.txt,manual,2,0,0,0,0,2,
